group,family,simplified_species,commum_name,threat_category,acronym_threat_category,presence_in_protected_areas,national_action_plan_for_conservation_,fishing_planning,level_of_protection_in_the_national_strategy,exclusive_species_of_brazil,occurrence_states_y,main_threats_y,biome,category,lats_longs_animals
Freshwater Fish,Poeciliidae,Cnesterodon omorgmatos,Barrigudinho,Endangered (EN),EN,No,Yes,No,1.0,Yes,PR,Aquaculture Agriculture,Atlantic Forest,Fish,[-50.54736043 -25.6100922 ]
Freshwater Fish,Poeciliidae,Cnesterodon omorgmatos,Barrigudinho,Endangered (EN),EN,No,Yes,No,1.0,Yes,PR,Fishing,Atlantic Forest,Fish,[-52.68600072 -26.14046124]
Freshwater Fish,Poeciliidae,Cnesterodon omorgmatos,Barrigudinho,Endangered (EN),EN,No,Yes,No,1.0,Yes,PR,Mining,Atlantic Forest,Fish,[-53.24300247 -25.372169  ]
Freshwater Fish,Poeciliidae,Cnesterodon omorgmatos,Barrigudinho,Endangered (EN),EN,No,Yes,No,1.0,Yes,PR,Transport,Atlantic Forest,Fish,[-53.88227397 -24.64397765]
Freshwater Fish,Poeciliidae,Cnesterodon omorgmatos,Barrigudinho,Endangered (EN),EN,No,Yes,No,1.0,Yes,PR,Pollution,Atlantic Forest,Fish,[-48.84280572 -25.532901  ]
Aquatic Invertebrates,Actiniidae,Condylactis gigantea,Giant Anemone,Endangered (EN),EN,Yes,Yes,No,2.0,No,BA,Fishing,Marine,Freshwater Fish,[-42.87781963 -14.66151051]
Aquatic Invertebrates,Actiniidae,Condylactis gigantea,Giant Anemone,Endangered (EN),EN,Yes,Yes,No,2.0,No,BA,Pathogens/Parasites,Marine,Freshwater Fish,[-41.82148554  -9.18344007]
Aquatic Invertebrates,Actiniidae,Condylactis gigantea,Giant Anemone,Endangered (EN),EN,Yes,Yes,No,2.0,No,ES,Fishing,Marine,Freshwater Fish,[-41.77446581 -20.70487688]
Aquatic Invertebrates,Actiniidae,Condylactis gigantea,Giant Anemone,Endangered (EN),EN,Yes,Yes,No,2.0,No,ES,Pathogens/Parasites,Marine,Freshwater Fish,[-40.26853674 -20.30017179]
Aquatic Invertebrates,Actiniidae,Condylactis gigantea,Giant Anemone,Endangered (EN),EN,Yes,Yes,No,2.0,No,RJ,Fishing,Marine,Freshwater Fish,[-44.68301593 -23.09238876]
Aquatic Invertebrates,Actiniidae,Condylactis gigantea,Giant Anemone,Endangered (EN),EN,Yes,Yes,No,2.0,No,RJ,Pathogens/Parasites,Marine,Freshwater Fish,[-44.24131012 -23.12917586]
Freshwater Fish,Pimelodidae,Conorhynchos conirostris,Giant Armadillo,Endangered (EN),EN,No,Yes,Yes,1.0,Yes,AL,Fishing,Cerrado,Fish,[-37.05336427  -9.28638519]
Freshwater Fish,Pimelodidae,Conorhynchos conirostris,Giant Armadillo,Endangered (EN),EN,No,Yes,Yes,1.0,Yes,BA,Fishing,Cerrado,Fish,[-40.26888307 -16.73572261]
Freshwater Fish,Pimelodidae,Conorhynchos conirostris,Giant Armadillo,Endangered (EN),EN,No,Yes,Yes,1.0,Yes,MG,Fishing,Cerrado,Fish,[-42.99924326 -21.5581374 ]
Freshwater Fish,Pimelodidae,Conorhynchos conirostris,Giant Armadillo,Endangered (EN),EN,No,Yes,Yes,1.0,Yes,PE,Fishing,Cerrado,Fish,[-39.83473236  -8.82466965]
Freshwater Fish,Characidae,Coptobrycon bilineatus,Two-lined Piquira,Vulnerable (VU),VU,Yes,Yes,No,2.0,Yes,SP,Fishing,Atlantic Forest,Fish,[-45.40736439 -23.80509207]
Freshwater Fish,Loricariidae,Corumbataia britskii,Suckerfish,Vulnerable (VU),VU,No,Yes,No,1.0,Yes,MS,Fishing,Cerrado,Freshwater Fish,[-55.02227151 -16.48964834]
Aquatic Invertebrates,Metaniidae,Corvomeyenia epilithosa,Sponge,Vulnerable (VU),VU,Yes,No,No,2.0,Yes,RS,Fishing,Atlantic Forest,Freshwater Fish,[-50.43227266 -28.3142046 ]
Freshwater Fish,Callichthyidae,Corydoras lacerdai,Unknown,Endangered (EN),EN,Yes,Yes,Yes,3.0,Yes,BA,Fishing,Atlantic Forest,Freshwater Fish,[-38.19426169 -10.9291827 ]
Aquatic Invertebrates,Asteriidae,Coscinasterias tenuispina,Starfish,Vulnerable (VU),VU,Yes,Yes,No,2.0,No,AL,Fishing,Marine,Starfish,[-36.261931    -9.16322265]
Aquatic Invertebrates,Asteriidae,Coscinasterias tenuispina,Starfish,Vulnerable (VU),VU,Yes,Yes,No,2.0,No,AP,Fishing,Marine,Starfish,[-51.51860761   4.30052812]
Aquatic Invertebrates,Asteriidae,Coscinasterias tenuispina,Starfish,Vulnerable (VU),VU,Yes,Yes,No,2.0,No,BA,Fishing,Marine,Starfish,[-40.53681119 -15.66118745]
Aquatic Invertebrates,Asteriidae,Coscinasterias tenuispina,Starfish,Vulnerable (VU),VU,Yes,Yes,No,2.0,No,CE,Fishing,Marine,Starfish,[-37.70725441  -5.20126507]
Aquatic Invertebrates,Asteriidae,Coscinasterias tenuispina,Starfish,Vulnerable (VU),VU,Yes,Yes,No,2.0,No,ES,Fishing,Marine,Starfish,[-41.17081542 -21.13843886]
Aquatic Invertebrates,Asteriidae,Coscinasterias tenuispina,Starfish,Vulnerable (VU),VU,Yes,Yes,No,2.0,No,MA,Fishing,Marine,Starfish,[-46.59169857  -2.65270421]
Aquatic Invertebrates,Asteriidae,Coscinasterias tenuispina,Starfish,Vulnerable (VU),VU,Yes,Yes,No,2.0,No,PB,Fishing,Marine,Starfish,[-36.72679552  -6.46657113]
Aquatic Invertebrates,Asteriidae,Coscinasterias tenuispina,Starfish,Vulnerable (VU),VU,Yes,Yes,No,2.0,No,PE,Fishing,Marine,Starfish,[-34.88204538  -8.37907477]
Aquatic Invertebrates,Asteriidae,Coscinasterias tenuispina,Starfish,Vulnerable (VU),VU,Yes,Yes,No,2.0,No,PI,Fishing,Marine,Starfish,[-40.47435291  -7.17032322]
Aquatic Invertebrates,Asteriidae,Coscinasterias tenuispina,Starfish,Vulnerable (VU),VU,Yes,Yes,No,2.0,No,PR,Fishing,Marine,Starfish,[-48.65363945 -24.13198036]
Aquatic Invertebrates,Asteriidae,Coscinasterias tenuispina,Starfish,Vulnerable (VU),VU,Yes,Yes,No,2.0,No,RJ,Fishing,Marine,Starfish,[-43.05729959 -22.86324764]
Aquatic Invertebrates,Asteriidae,Coscinasterias tenuispina,Starfish,Vulnerable (VU),VU,Yes,Yes,No,2.0,No,RN,Fishing,Marine,Starfish,[-36.35185766  -6.34998852]
Aquatic Invertebrates,Asteriidae,Coscinasterias tenuispina,Starfish,Vulnerable (VU),VU,Yes,Yes,No,2.0,No,SC,Fishing,Marine,Starfish,[-53.72453906 -27.01134171]
Aquatic Invertebrates,Asteriidae,Coscinasterias tenuispina,Starfish,Vulnerable (VU),VU,Yes,Yes,No,2.0,No,SE,Fishing,Marine,Starfish,[-37.65467977 -11.49828726]
Aquatic Invertebrates,Asteriidae,Coscinasterias tenuispina,Starfish,Vulnerable (VU),VU,Yes,Yes,No,2.0,No,SP,Fishing,Marine,Starfish,[-52.30164888 -21.91374588]
Freshwater Fish,Characidae,Creagrutus varii,Minnow ,Vulnerable (VU),VU,No,Yes,No,1.0,Yes,GO,Fishing,Cerrado,Fish,[-51.58915469 -14.6019988 ]
Freshwater Fish,Characidae,Creagrutus varii,Minnow ,Vulnerable (VU),VU,No,Yes,No,1.0,Yes,MG,Fishing,Cerrado,Fish,[-39.72242489 -16.30002422]
Freshwater Fish,Cichlidae,Crenicichla cyclostoma,Unknown,Critically Endangered (CR),CR,No,Yes,Yes,1.0,Yes,PA,Fishing,Amazon,Fish,[-49.56632293   0.38822751]
Freshwater Fish,Cichlidae,Crenicichla cyclostoma,Unknown,Critically Endangered (CR),CR,No,Yes,Yes,1.0,Yes,PA,Fishing,Cerrado,Fish,[-54.21312551   1.69750222]
Freshwater Fish,Cichlidae,Crenicichla cyclostoma,Unknown,Critically Endangered (CR),CR,No,Yes,Yes,1.0,Yes,TO,Fishing,Amazon,Fish,[-49.69641471  -8.69956082]
Freshwater Fish,Cichlidae,Crenicichla cyclostoma,Unknown,Critically Endangered (CR),CR,No,Yes,Yes,1.0,Yes,TO,Fishing,Cerrado,Fish,[-44.81888847 -10.1202118 ]
Freshwater Fish,Cichlidae,Crenicichla empheres,Joana,Vulnerable (VU),VU,No,Yes,Yes,1.0,Yes,RS,Fishing,Atlantic Forest,Fish,[-55.61532697 -28.30398922]
Freshwater Fish,Cichlidae,Crenicichla empheres,Joana,Vulnerable (VU),VU,No,Yes,Yes,1.0,Yes,SC,Fishing,Atlantic Forest,Fish,[-48.42782551 -27.4378523 ]
Freshwater Fish,Cichlidae,Crenicichla hadrostigma,Joana,Vulnerable (VU),VU,No,Yes,Yes,1.0,No,RS,Fishing,Atlantic Forest,Fish,[-51.28082235 -30.15050035]
Freshwater Fish,Cichlidae,Crenicichla hadrostigma,Joana,Vulnerable (VU),VU,No,Yes,Yes,1.0,No,SC,Fishing,Atlantic Forest,Fish,[-52.52888368 -26.35048556]
Freshwater Fish,Cichlidae,Crenicichla heckeli,Unknown,Vulnerable (VU),VU,No,Yes,Yes,1.0,Yes,PA,Fishing,Amazon,Fish,[-47.15483366  -0.67103653]
Freshwater Fish,Cichlidae,Crenicichla jegui,Jacundá,Endangered (EN),EN,No,Yes,Yes,1.0,Yes,GO,Energy production,Amazon,Fish,[-48.54776777 -18.02991865]
Freshwater Fish,Cichlidae,Crenicichla jegui,Jacundá,Endangered (EN),EN,No,Yes,Yes,1.0,Yes,GO,Energy production,Cerrado,Fish,[-48.1076672  -13.04823376]
Freshwater Fish,Cichlidae,Crenicichla jegui,Jacundá,Endangered (EN),EN,No,Yes,Yes,1.0,Yes,MT,Energy production,Amazon,Fish,[-53.12755207 -16.96595126]
Freshwater Fish,Cichlidae,Crenicichla jegui,Jacundá,Endangered (EN),EN,No,Yes,Yes,1.0,Yes,MT,Energy production,Cerrado,Fish,[-59.73241146 -13.30320683]
Freshwater Fish,Cichlidae,Crenicichla jegui,Jacundá,Endangered (EN),EN,No,Yes,Yes,1.0,Yes,PA,Energy production,Amazon,Fish,[-47.92021255  -0.5996725 ]
Freshwater Fish,Cichlidae,Crenicichla jegui,Jacundá,Endangered (EN),EN,No,Yes,Yes,1.0,Yes,PA,Energy production,Cerrado,Fish,[-48.40516661  -0.37844658]
Freshwater Fish,Cichlidae,Crenicichla jegui,Jacundá,Endangered (EN),EN,No,Yes,Yes,1.0,Yes,TO,Energy production,Amazon,Fish,[-49.96310923 -10.73964493]
Freshwater Fish,Cichlidae,Crenicichla jegui,Jacundá,Endangered (EN),EN,No,Yes,Yes,1.0,Yes,TO,Energy production,Cerrado,Fish,[-46.68769612 -12.49988467]
Freshwater Fish,Cichlidae,Crenicichla jupiaensis,Joaninha,Endangered (EN),EN,No,Yes,Yes,1.0,No,MS,Energy production,Cerrado,Fish,[-53.10274007 -16.93257513]
Freshwater Fish,Cichlidae,Crenicichla jupiaensis,Joaninha,Endangered (EN),EN,No,Yes,Yes,1.0,No,MS,Energy production,Atlantic Forest,Fish,[-53.5640037  -17.14198235]
Freshwater Fish,Cichlidae,Crenicichla jupiaensis,Joaninha,Endangered (EN),EN,No,Yes,Yes,1.0,No,PR,Energy production,Cerrado,Fish,[-48.50389205 -23.64551166]
Freshwater Fish,Cichlidae,Crenicichla jupiaensis,Joaninha,Endangered (EN),EN,No,Yes,Yes,1.0,No,PR,Energy production,Atlantic Forest,Fish,[-53.01438033 -22.69363567]
Freshwater Fish,Cichlidae,Crenicichla jupiaensis,Joaninha,Endangered (EN),EN,No,Yes,Yes,1.0,No,SP,Energy production,Cerrado,Fish,[-46.59500249 -21.94644785]
Freshwater Fish,Cichlidae,Crenicichla jupiaensis,Joaninha,Endangered (EN),EN,No,Yes,Yes,1.0,No,SP,Energy production,Atlantic Forest,Fish,[-47.49845397 -19.97250664]
Freshwater Fish,Cichlidae,Crenicichla urosema,Soapfish,Endangered (EN),EN,Yes,Yes,Yes,2.0,Yes,PA,Agriculture,Amazon,Fish,[-46.44671293  -1.01736364]
Freshwater Fish,Rivulidae,Cynolebias griseus,Rain Fish,Critically Endangered (CR),CR,Yes,Yes,No,2.0,Yes,GO,Fishing,Cerrado,Fish,[-47.84613817 -12.64480352]
Freshwater Fish,Rivulidae,Cynolebias leptocephalus,Unknown,Critically Endangered (CR),CR,No,No,No,1.0,Yes,BA,Fishing,Caatinga,Fish,[-43.14462351  -9.35829401]
Freshwater Fish,Rivulidae,Cynolebias leptocephalus,Unknown,Critically Endangered (CR),CR,No,No,No,1.0,Yes,BA,Fishing,Cerrado,Fish,[-44.76455449 -14.53919636]
Freshwater Fish,Rivulidae,Cynopoecilus fulgens,Annual Fish,Vulnerable (VU),VU,No,No,No,1.0,Yes,RS,Fishing,Pampa,Fish,[-53.96643438 -27.2423486 ]
Freshwater Fish,Rivulidae,Cynopoecilus intimus,Annual Fish,Vulnerable (VU),VU,No,No,No,1.0,Yes,RS,Fishing,Pampa,Fish,[-49.93348542 -29.14375958]
Freshwater Fish,Rivulidae,Cynopoecilus multipapillatus,Annual Fish,Vulnerable (VU),VU,No,No,No,1.0,Yes,RS,Fishing,Pampa,Fish,[-55.64892635 -28.17658622]
Marine Fish,Dasyatidae,Dasyatis centroura,Thorny Stingray,Critically Endangered (CR),CR,Yes,Yes,Yes,2.0,No,AL,Fishing,Marine,Freshwater Fish,[-37.15427234  -9.17628563]
Marine Fish,Dasyatidae,Dasyatis centroura,Thorny Stingray,Critically Endangered (CR),CR,Yes,Yes,Yes,2.0,No,AP,Fishing,Marine,Freshwater Fish,[-53.72166654   1.43507735]
Marine Fish,Dasyatidae,Dasyatis centroura,Thorny Stingray,Critically Endangered (CR),CR,Yes,Yes,Yes,2.0,No,BA,Fishing,Marine,Freshwater Fish,[-44.76264073 -14.4393944 ]
Marine Fish,Dasyatidae,Dasyatis centroura,Thorny Stingray,Critically Endangered (CR),CR,Yes,Yes,Yes,2.0,No,CE,Fishing,Marine,Freshwater Fish,[-41.15747718  -4.78078062]
Marine Fish,Dasyatidae,Dasyatis centroura,Thorny Stingray,Critically Endangered (CR),CR,Yes,Yes,Yes,2.0,No,ES,Fishing,Marine,Freshwater Fish,[-41.81178524 -20.63389476]
Marine Fish,Dasyatidae,Dasyatis centroura,Thorny Stingray,Critically Endangered (CR),CR,Yes,Yes,Yes,2.0,No,MA,Fishing,Marine,Freshwater Fish,[-44.71384891  -1.6962454 ]
Marine Fish,Dasyatidae,Dasyatis centroura,Thorny Stingray,Critically Endangered (CR),CR,Yes,Yes,Yes,2.0,No,PA,Fishing,Marine,Freshwater Fish,[-57.32739832  -1.69014539]
Marine Fish,Dasyatidae,Dasyatis centroura,Thorny Stingray,Critically Endangered (CR),CR,Yes,Yes,Yes,2.0,No,PB,Fishing,Marine,Freshwater Fish,[-38.2088273   -5.93510303]
Marine Fish,Dasyatidae,Dasyatis centroura,Thorny Stingray,Critically Endangered (CR),CR,Yes,Yes,Yes,2.0,No,PE,Fishing,Marine,Freshwater Fish,[-35.57558281  -8.87793515]
Marine Fish,Dasyatidae,Dasyatis centroura,Thorny Stingray,Critically Endangered (CR),CR,Yes,Yes,Yes,2.0,No,PI,Fishing,Marine,Freshwater Fish,[-43.01169975  -5.99923999]
Marine Fish,Dasyatidae,Dasyatis centroura,Thorny Stingray,Critically Endangered (CR),CR,Yes,Yes,Yes,2.0,No,PR,Fishing,Marine,Freshwater Fish,[-49.1013524  -23.69434713]
Marine Fish,Dasyatidae,Dasyatis centroura,Thorny Stingray,Critically Endangered (CR),CR,Yes,Yes,Yes,2.0,No,RJ,Fishing,Marine,Freshwater Fish,[-42.6977559  -21.85607337]
Marine Fish,Dasyatidae,Dasyatis centroura,Thorny Stingray,Critically Endangered (CR),CR,Yes,Yes,Yes,2.0,No,RN,Fishing,Marine,Freshwater Fish,[-35.21348833  -5.38495561]
Marine Fish,Dasyatidae,Dasyatis centroura,Thorny Stingray,Critically Endangered (CR),CR,Yes,Yes,Yes,2.0,No,RS,Fishing,Marine,Freshwater Fish,[-55.41176335 -31.0030763 ]
Marine Fish,Dasyatidae,Dasyatis centroura,Thorny Stingray,Critically Endangered (CR),CR,Yes,Yes,Yes,2.0,No,SC,Fishing,Marine,Freshwater Fish,[-51.99002182 -27.38347267]
Marine Fish,Dasyatidae,Dasyatis centroura,Thorny Stingray,Critically Endangered (CR),CR,Yes,Yes,Yes,2.0,No,SE,Fishing,Marine,Freshwater Fish,[-36.45618978 -10.44462178]
Marine Fish,Dasyatidae,Dasyatis centroura,Thorny Stingray,Critically Endangered (CR),CR,Yes,Yes,Yes,2.0,No,SP,Fishing,Marine,Freshwater Fish,[-45.06731329 -23.44810903]
Marine Fish,Dasyatidae,Dasyatis colarensis,Stingray,Vulnerable (VU),VU,No,Yes,No,2.0,Yes,PA,Fishing,Marine,Freshwater Fish,[-55.6685413    2.52898059]
Freshwater Fish,Loricariidae,Delturus parahybae,Suckerfish,Critically Endangered (CR),CR,No,Yes,No,1.0,Yes,RJ,Fishing,Atlantic Forest,Freshwater Fish,[-43.01951932 -22.86277078]
Freshwater Fish,Characidae,Diapoma pyrrhopteryx,Minnow,Endangered (EN),EN,No,Yes,No,1.0,Yes,RS,Fishing,Atlantic Forest,Fish,[-56.96467157 -30.05392575]
Freshwater Fish,Characidae,Diapoma pyrrhopteryx,Minnow,Endangered (EN),EN,No,Yes,No,1.0,Yes,SC,Fishing,Atlantic Forest,Fish,[-50.53114041 -26.03130492]
Aquatic Invertebrates,Onuphidae,Diopatra cuprea,Unknown,Vulnerable (VU),VU,Yes,No,No,2.0,No,AL,Mining,Marine,Freshwater Fish,[-37.54009397  -8.91106446]
Aquatic Invertebrates,Onuphidae,Diopatra cuprea,Unknown,Vulnerable (VU),VU,Yes,No,No,2.0,No,AL,Energy production,Marine,Freshwater Fish,[-37.71671449  -9.6089311 ]
Aquatic Invertebrates,Onuphidae,Diopatra cuprea,Unknown,Vulnerable (VU),VU,Yes,No,No,2.0,No,BA,Mining,Marine,Freshwater Fish,[-40.79202282  -9.03393426]
Aquatic Invertebrates,Onuphidae,Diopatra cuprea,Unknown,Vulnerable (VU),VU,Yes,No,No,2.0,No,BA,Energy production,Marine,Freshwater Fish,[-42.3513809  -15.05487522]
Aquatic Invertebrates,Onuphidae,Diopatra cuprea,Unknown,Vulnerable (VU),VU,Yes,No,No,2.0,No,ES,Mining,Marine,Freshwater Fish,[-40.58401406 -17.98169375]
Aquatic Invertebrates,Onuphidae,Diopatra cuprea,Unknown,Vulnerable (VU),VU,Yes,No,No,2.0,No,ES,Energy production,Marine,Freshwater Fish,[-40.09608736 -19.88875739]
Aquatic Invertebrates,Onuphidae,Diopatra cuprea,Unknown,Vulnerable (VU),VU,Yes,No,No,2.0,No,PB,Mining,Marine,Freshwater Fish,[-34.39607411  -6.49391615]
Aquatic Invertebrates,Onuphidae,Diopatra cuprea,Unknown,Vulnerable (VU),VU,Yes,No,No,2.0,No,PB,Energy production,Marine,Freshwater Fish,[-35.95471913  -5.71124087]
Aquatic Invertebrates,Onuphidae,Diopatra cuprea,Unknown,Vulnerable (VU),VU,Yes,No,No,2.0,No,PE,Mining,Marine,Freshwater Fish,[-41.11138633  -8.54891375]
Aquatic Invertebrates,Onuphidae,Diopatra cuprea,Unknown,Vulnerable (VU),VU,Yes,No,No,2.0,No,PE,Energy production,Marine,Freshwater Fish,[-35.87912208  -8.76819715]
Aquatic Invertebrates,Onuphidae,Diopatra cuprea,Unknown,Vulnerable (VU),VU,Yes,No,No,2.0,No,PR,Mining,Marine,Freshwater Fish,[-52.00509471 -22.45814693]
Aquatic Invertebrates,Onuphidae,Diopatra cuprea,Unknown,Vulnerable (VU),VU,Yes,No,No,2.0,No,PR,Energy production,Marine,Freshwater Fish,[-51.81938013 -25.62793217]
Aquatic Invertebrates,Onuphidae,Diopatra cuprea,Unknown,Vulnerable (VU),VU,Yes,No,No,2.0,No,RJ,Mining,Marine,Freshwater Fish,[-43.83080027 -22.94547383]
Aquatic Invertebrates,Onuphidae,Diopatra cuprea,Unknown,Vulnerable (VU),VU,Yes,No,No,2.0,No,RJ,Energy production,Marine,Freshwater Fish,[-44.09170474 -23.01515157]
Aquatic Invertebrates,Onuphidae,Diopatra cuprea,Unknown,Vulnerable (VU),VU,Yes,No,No,2.0,No,RS,Mining,Marine,Freshwater Fish,[-51.97904175 -31.65837442]
Aquatic Invertebrates,Onuphidae,Diopatra cuprea,Unknown,Vulnerable (VU),VU,Yes,No,No,2.0,No,RS,Energy production,Marine,Freshwater Fish,[-54.41831126 -27.49415961]
Aquatic Invertebrates,Onuphidae,Diopatra cuprea,Unknown,Vulnerable (VU),VU,Yes,No,No,2.0,No,SC,Mining,Marine,Freshwater Fish,[-53.70029928 -26.4159909 ]
Aquatic Invertebrates,Onuphidae,Diopatra cuprea,Unknown,Vulnerable (VU),VU,Yes,No,No,2.0,No,SC,Energy production,Marine,Freshwater Fish,[-50.16052386 -28.40099877]
Aquatic Invertebrates,Onuphidae,Diopatra cuprea,Unknown,Vulnerable (VU),VU,Yes,No,No,2.0,No,SE,Mining,Marine,Freshwater Fish,[-37.69405387  -9.58245853]
Aquatic Invertebrates,Onuphidae,Diopatra cuprea,Unknown,Vulnerable (VU),VU,Yes,No,No,2.0,No,SE,Energy production,Marine,Freshwater Fish,[-36.54544572 -10.25373285]
Aquatic Invertebrates,Onuphidae,Diopatra cuprea,Unknown,Vulnerable (VU),VU,Yes,No,No,2.0,No,SP,Mining,Marine,Freshwater Fish,[-51.18979518 -22.61711315]
Aquatic Invertebrates,Onuphidae,Diopatra cuprea,Unknown,Vulnerable (VU),VU,Yes,No,No,2.0,No,SP,Energy production,Marine,Freshwater Fish,[-49.57421059 -23.49921967]
Aquatic Invertebrates,Hyriidae,Diplodon (Rhipidodonta) koseritzi,Marsh Mussel,Endangered (EN),EN,Yes,No,No,2.0,Yes,RS,Fishing,Atlantic Forest,Freshwater Fish,[-55.97316568 -30.77728494]
Aquatic Invertebrates,Hyriidae,Diplodon (Rhipidodonta) koseritzi,Marsh Mussel,Endangered (EN),EN,Yes,No,No,2.0,Yes,RS,Fishing,Pampa,Freshwater Fish,[-51.25061225 -29.98741272]
Freshwater Fish,Sternopygidae,Eigenmannia vicentespelaea,Ituí,Vulnerable (VU),VU,Yes,Yes,No,2.0,Yes,GO,Tourism,Cerrado,Electric Fish,[-46.99553444 -13.10913647]
Freshwater Fish,Sternopygidae,Eigenmannia vicentespelaea,Ituí,Vulnerable (VU),VU,Yes,Yes,No,2.0,Yes,GO,Pollution,Cerrado,Electric Fish,[-51.82153876 -17.84648221]
Marine Fish,Gobiidae,Elacatinus figaro,Neon Tetra,Vulnerable (VU),VU,Yes,Yes,Yes,2.0,Yes,AL,Agriculture,Marine,Fish,[-36.09264357 -10.03830487]
Marine Fish,Gobiidae,Elacatinus figaro,Neon Tetra,Vulnerable (VU),VU,Yes,Yes,Yes,2.0,Yes,AL,Human Settlement,Marine,Fish,[-38.13544451  -9.30530281]
Marine Fish,Gobiidae,Elacatinus figaro,Neon Tetra,Vulnerable (VU),VU,Yes,Yes,Yes,2.0,Yes,AL,Exotic Species,Marine,Fish,[-37.95722219  -9.1599441 ]
Marine Fish,Gobiidae,Elacatinus figaro,Neon Tetra,Vulnerable (VU),VU,Yes,Yes,Yes,2.0,Yes,AL,Industry,Marine,Fish,[-37.78944712  -8.94870105]
Marine Fish,Gobiidae,Elacatinus figaro,Neon Tetra,Vulnerable (VU),VU,Yes,Yes,Yes,2.0,Yes,AL,Pollution,Marine,Fish,[-37.97429071  -9.4524058 ]
Marine Fish,Gobiidae,Elacatinus figaro,Neon Tetra,Vulnerable (VU),VU,Yes,Yes,Yes,2.0,Yes,BA,Agriculture,Marine,Fish,[-40.72574516  -9.39043936]
Marine Fish,Gobiidae,Elacatinus figaro,Neon Tetra,Vulnerable (VU),VU,Yes,Yes,Yes,2.0,Yes,BA,Human Settlement,Marine,Fish,[-46.28168131 -13.19425   ]
Marine Fish,Gobiidae,Elacatinus figaro,Neon Tetra,Vulnerable (VU),VU,Yes,Yes,Yes,2.0,Yes,BA,Exotic Species,Marine,Fish,[-45.94838732 -14.38003152]
Marine Fish,Gobiidae,Elacatinus figaro,Neon Tetra,Vulnerable (VU),VU,Yes,Yes,Yes,2.0,Yes,BA,Industry,Marine,Fish,[-39.80351431  -8.89272222]
Marine Fish,Gobiidae,Elacatinus figaro,Neon Tetra,Vulnerable (VU),VU,Yes,Yes,Yes,2.0,Yes,BA,Pollution,Marine,Fish,[-44.81673044 -14.50536865]
Marine Fish,Gobiidae,Elacatinus figaro,Neon Tetra,Vulnerable (VU),VU,Yes,Yes,Yes,2.0,Yes,CE,Agriculture,Marine,Fish,[-39.5044945   -3.01830401]
Marine Fish,Gobiidae,Elacatinus figaro,Neon Tetra,Vulnerable (VU),VU,Yes,Yes,Yes,2.0,Yes,CE,Human Settlement,Marine,Fish,[-38.34480256  -5.9837786 ]
Marine Fish,Gobiidae,Elacatinus figaro,Neon Tetra,Vulnerable (VU),VU,Yes,Yes,Yes,2.0,Yes,CE,Exotic Species,Marine,Fish,[-40.83041269  -5.98136539]
Marine Fish,Gobiidae,Elacatinus figaro,Neon Tetra,Vulnerable (VU),VU,Yes,Yes,Yes,2.0,Yes,CE,Industry,Marine,Fish,[-41.10819363  -4.62005973]
Marine Fish,Gobiidae,Elacatinus figaro,Neon Tetra,Vulnerable (VU),VU,Yes,Yes,Yes,2.0,Yes,CE,Pollution,Marine,Fish,[-40.87116799  -5.96456578]
Marine Fish,Gobiidae,Elacatinus figaro,Neon Tetra,Vulnerable (VU),VU,Yes,Yes,Yes,2.0,Yes,ES,Agriculture,Marine,Fish,[-41.70123758 -20.79232116]
Marine Fish,Gobiidae,Elacatinus figaro,Neon Tetra,Vulnerable (VU),VU,Yes,Yes,Yes,2.0,Yes,ES,Human Settlement,Marine,Fish,[-40.90018092 -18.75393113]
Marine Fish,Gobiidae,Elacatinus figaro,Neon Tetra,Vulnerable (VU),VU,Yes,Yes,Yes,2.0,Yes,ES,Exotic Species,Marine,Fish,[-41.08136919 -21.24103929]
Marine Fish,Gobiidae,Elacatinus figaro,Neon Tetra,Vulnerable (VU),VU,Yes,Yes,Yes,2.0,Yes,ES,Industry,Marine,Fish,[-40.55239833 -20.75892774]
Marine Fish,Gobiidae,Elacatinus figaro,Neon Tetra,Vulnerable (VU),VU,Yes,Yes,Yes,2.0,Yes,ES,Pollution,Marine,Fish,[-39.96605939 -19.75688934]
Marine Fish,Gobiidae,Elacatinus figaro,Neon Tetra,Vulnerable (VU),VU,Yes,Yes,Yes,2.0,Yes,MA,Agriculture,Marine,Fish,[-42.85061996  -6.12997924]
Marine Fish,Gobiidae,Elacatinus figaro,Neon Tetra,Vulnerable (VU),VU,Yes,Yes,Yes,2.0,Yes,MA,Human Settlement,Marine,Fish,[-45.60624708  -1.2104034 ]
Marine Fish,Gobiidae,Elacatinus figaro,Neon Tetra,Vulnerable (VU),VU,Yes,Yes,Yes,2.0,Yes,MA,Exotic Species,Marine,Fish,[-45.49722071  -1.18789341]
Marine Fish,Gobiidae,Elacatinus figaro,Neon Tetra,Vulnerable (VU),VU,Yes,Yes,Yes,2.0,Yes,MA,Industry,Marine,Fish,[-42.40885129  -3.39518922]
Marine Fish,Gobiidae,Elacatinus figaro,Neon Tetra,Vulnerable (VU),VU,Yes,Yes,Yes,2.0,Yes,MA,Pollution,Marine,Fish,[-46.91121683  -7.92610286]
Marine Fish,Gobiidae,Elacatinus figaro,Neon Tetra,Vulnerable (VU),VU,Yes,Yes,Yes,2.0,Yes,PA,Agriculture,Marine,Fish,[-47.54268874  -0.61005321]
